Date,Temperature (°C),Humidity (%)
2025-06-10 16:00:01,23.95,50.7
2025-06-10 16:10:01,23.85,51.8
2025-06-10 16:20:01,23.66,49.6
2025-06-10 16:30:01,23.56,48.6
2025-06-10 16:40:01,23.26,49.9
2025-06-10 16:50:01,23.16,49.2
2025-06-10 17:00:01,23.06,52.4
2025-06-10 17:10:01,22.86,51.4
2025-06-10 17:20:01,22.77,52.4
2025-06-10 17:30:01,22.57,51.3
2025-06-10 17:40:01,22.67,51.5
2025-06-10 17:50:01,22.47,52.6
2025-06-10 18:00:01,22.27,50.6
2025-06-10 18:10:01,22.07,51.8
2025-06-10 18:20:01,21.78,49.6
2025-06-10 18:30:01,21.58,51.1
2025-06-10 18:40:01,21.38,50.6
2025-06-10 18:50:01,21.18,52.1
2025-06-10 19:00:01,21.18,53.8
2025-06-10 19:10:01,21.08,52.3
2025-06-10 19:20:01,20.98,54.5
2025-06-10 19:30:01,20.79,54.8
2025-06-10 19:40:01,20.59,55.3
2025-06-10 19:50:01,20.29,57
2025-06-10 20:00:01,19.99,58.7
2025-06-10 20:10:01,19.99,57.6
2025-06-10 20:20:01,19.60,59.8
2025-06-10 20:30:01,19.30,60.7
2025-06-10 20:40:01,19.00,62.9
2025-06-10 20:50:01,18.90,64
2025-06-10 21:00:01,18.61,64.8
2025-06-10 21:10:01,18.21,64
2025-06-10 21:20:01,17.91,66
2025-06-10 21:30:01,17.62,68
2025-06-10 21:40:01,17.42,69.5
2025-06-10 21:50:01,17.22,69.7
2025-06-10 22:00:01,17.02,71.3
2025-06-10 22:10:01,16.83,72
2025-06-10 22:20:01,16.53,74.9
2025-06-10 22:30:01,16.33,76.1
2025-06-10 22:40:01,16.33,75.6
2025-06-10 22:50:01,16.33,76
2025-06-10 23:00:01,16.13,77.1
2025-06-10 23:10:01,15.93,78.8
2025-06-10 23:20:01,15.64,79.3
2025-06-10 23:30:01,15.44,80.2
2025-06-10 23:40:01,15.24,81
2025-06-10 23:50:01,15.14,81.5
2025-06-11 00:00:01,14.94,82.9
2025-06-11 00:10:01,14.85,82.4
2025-06-11 00:20:01,14.75,83.2
2025-06-11 00:30:01,14.45,84.3
2025-06-11 00:40:01,14.25,85.7
2025-06-11 00:50:01,14.05,86.1
2025-06-11 01:00:01,13.86,88.3
2025-06-11 01:10:01,13.86,87.4
2025-06-11 01:20:01,13.86,86.6
2025-06-11 01:30:01,13.76,87.5
2025-06-11 01:40:01,13.76,87.3
2025-06-11 01:50:01,13.76,85.4
2025-06-11 02:00:01,13.76,85.5
2025-06-11 02:10:01,13.66,85.3
2025-06-11 02:20:01,13.56,86.1
2025-06-11 02:30:01,13.26,86.6
2025-06-11 02:40:01,13.06,87.3
2025-06-11 02:50:01,12.77,88.1
2025-06-11 03:00:01,12.67,89.1
2025-06-11 03:10:01,12.57,89.2
2025-06-11 03:20:01,12.47,89.8
2025-06-11 03:30:01,12.37,89.9
2025-06-11 03:40:01,12.27,90.4
2025-06-11 03:50:01,12.17,91.3
2025-06-11 04:00:01,12.07,91.4
2025-06-11 04:10:01,11.97,91.1
2025-06-11 04:20:01,12.07,91.9
2025-06-11 04:30:01,12.17,91.6
2025-06-11 04:40:01,12.07,91.8
2025-06-11 04:50:01,11.97,91.8
2025-06-11 05:00:01,11.97,92.2
2025-06-11 05:10:01,11.88,92.3
2025-06-11 05:20:01,11.88,92.8
2025-06-11 05:30:01,11.78,92.4
2025-06-11 05:40:01,11.68,93.1
2025-06-11 05:50:01,11.68,93.4
2025-06-11 06:00:01,11.78,93.4
2025-06-11 06:10:01,12.07,94
2025-06-11 06:20:01,12.17,93.9
2025-06-11 06:30:01,12.57,93.6
2025-06-11 06:40:01,12.96,93.4
2025-06-11 06:50:01,13.26,90.7
2025-06-11 07:00:01,13.56,88
2025-06-11 07:10:01,13.95,87.6
2025-06-11 07:20:01,14.45,85.5
2025-06-11 07:30:01,14.94,85
2025-06-11 07:40:01,15.54,82.2
2025-06-11 07:50:01,17.22,77
2025-06-11 08:00:01,19.40,67.3
2025-06-11 08:10:01,21.78,61.1
2025-06-11 08:20:01,23.16,57.4
2025-06-11 08:30:01,24.35,53.4
2025-06-11 08:40:01,25.04,50.1
2025-06-11 08:50:01,25.44,49.1
2025-06-11 09:00:01,26.63,46.5
2025-06-11 09:10:01,27.72,46.2
2025-06-11 09:20:01,28.61,45.3
2025-06-11 09:30:01,29.20,41.2
2025-06-11 09:40:01,29.99,40.9
2025-06-11 09:50:01,30.59,40.7
2025-06-11 10:00:01,31.28,41.8
2025-06-11 10:10:01,31.77,40.6
2025-06-11 10:20:01,32.47,37.8
2025-06-11 10:30:01,32.57,39.5
2025-06-11 10:40:01,32.57,38
2025-06-11 10:50:01,32.96,37.2
2025-06-11 11:00:01,32.86,37.9
2025-06-11 11:10:01,32.76,39.4
2025-06-11 11:20:01,32.17,41.1
2025-06-11 11:30:01,31.48,39.6
2025-06-11 11:40:01,30.39,42.9
2025-06-11 11:50:01,29.99,44.1
2025-06-11 12:00:01,29.79,43.4
2025-06-11 12:10:01,29.50,42.6
2025-06-11 12:20:01,29.30,45.6
2025-06-11 12:30:01,28.80,42.4
2025-06-11 12:40:01,28.90,47
2025-06-11 12:50:01,28.61,49.8
2025-06-11 13:00:01,29.20,47.7
2025-06-11 13:10:01,29.10,45.6
2025-06-11 13:20:02,28.71,47
2025-06-11 13:30:01,28.90,45.4
2025-06-11 13:40:01,29.00,45.4
2025-06-11 13:50:01,29.40,47.8
2025-06-11 14:00:01,29.40,45.9
2025-06-11 14:10:01,29.00,42.6
2025-06-11 14:20:01,28.80,45.3
2025-06-11 14:30:01,28.31,47.9
2025-06-11 14:40:01,27.32,48.6
2025-06-11 14:50:01,27.22,50.3
2025-06-11 15:00:01,27.62,47
2025-06-11 15:10:01,27.02,44.6
2025-06-11 15:20:01,26.92,47
2025-06-11 15:30:01,27.02,50.2
2025-06-11 15:40:01,26.82,42.9
2025-06-11 15:50:01,26.92,43.1
2025-06-11 16:00:01,26.13,45.2
2025-06-11 16:10:01,26.03,48.1
2025-06-11 16:20:01,26.03,48.3
2025-06-11 16:30:01,26.23,47.5
2025-06-11 16:40:01,26.03,44.5
2025-06-11 16:50:01,26.13,47.7
2025-06-11 17:00:01,26.23,49.5
2025-06-11 17:10:01,25.93,45.8
2025-06-11 17:20:01,25.64,47.4
2025-06-11 17:30:01,25.64,51.3
2025-06-11 17:40:01,25.24,53
2025-06-11 17:50:01,25.04,49.5
2025-06-11 18:00:01,24.75,49
2025-06-11 18:10:01,24.35,50.8
2025-06-11 18:20:01,23.95,52.2
2025-06-11 18:30:02,23.56,54.2
2025-06-11 18:40:02,23.06,60.8
2025-06-11 18:50:01,22.27,67.1
2025-06-11 19:00:01,21.78,68.6
2025-06-11 19:10:01,21.48,69.5
2025-06-11 19:20:01,21.18,72.5
2025-06-11 19:30:01,20.69,77.1
2025-06-11 19:40:01,20.39,77.9
2025-06-11 19:50:01,20.19,78.8
2025-06-11 20:00:01,19.99,79.8
2025-06-11 20:10:01,19.70,81.4
2025-06-11 20:20:01,19.50,81.5
2025-06-11 20:30:01,19.20,82.6
2025-06-11 20:40:01,19.00,82.5
2025-06-11 20:50:01,18.81,83.3
2025-06-11 21:00:01,18.61,84.5
2025-06-11 21:10:01,18.51,85.8
2025-06-11 21:20:01,18.41,85.9
2025-06-11 21:30:01,18.21,85.9
2025-06-11 21:40:01,18.11,87
2025-06-11 21:50:01,17.91,86.6
2025-06-11 22:00:01,17.62,86.2
2025-06-11 22:10:01,17.52,86.7
2025-06-11 22:20:01,17.42,87.6
2025-06-11 22:30:01,17.22,88.6
2025-06-11 22:40:02,17.12,88.7
2025-06-11 22:50:01,17.02,88.8
2025-06-11 23:00:01,16.92,89.5
2025-06-11 23:10:01,16.92,91.8
2025-06-11 23:20:01,16.83,92.4
2025-06-11 23:30:01,16.73,92.3
2025-06-11 23:40:01,16.53,92.7
2025-06-11 23:50:01,16.33,92.8
2025-06-12 00:00:01,16.13,93.4
2025-06-12 00:10:01,16.03,93.6
2025-06-12 00:20:01,16.03,94.5
2025-06-12 00:30:01,15.93,94.8
2025-06-12 00:40:01,15.84,94.5
2025-06-12 00:50:01,15.74,94.8
2025-06-12 01:00:01,15.74,95
2025-06-12 01:10:01,15.74,95
2025-06-12 01:20:01,15.54,94.5
2025-06-12 01:30:01,15.34,94.7
2025-06-12 01:40:01,15.14,94.3
2025-06-12 01:50:01,15.04,95.3
2025-06-12 02:00:01,14.94,95.4
2025-06-12 02:10:01,14.85,96.2
2025-06-12 02:20:01,14.75,96.3
2025-06-12 02:30:01,14.55,95.9
2025-06-12 02:40:01,14.35,95.6
2025-06-12 02:50:01,14.25,96
2025-06-12 03:00:01,14.15,96.1
2025-06-12 03:10:01,14.05,95.7
2025-06-12 03:20:01,13.86,95.7
2025-06-12 03:30:01,13.76,96
2025-06-12 03:40:01,13.56,95.8
2025-06-12 03:50:01,13.46,96.5
2025-06-12 04:00:01,13.36,96.1
2025-06-12 04:10:01,13.26,96.4
2025-06-12 04:20:01,13.06,96.7
2025-06-12 04:30:01,12.96,97.1
2025-06-12 04:40:01,12.87,97.3
2025-06-12 04:50:01,12.77,97
2025-06-12 05:00:01,12.67,97.6
2025-06-12 05:10:01,12.57,98.4
2025-06-12 05:20:01,12.57,98.8
2025-06-12 05:30:01,12.57,99.4
2025-06-12 05:40:01,12.57,99.5
2025-06-12 05:50:01,12.77,100.1
2025-06-12 06:00:01,12.87,100.1
2025-06-12 06:10:01,12.96,99.8
2025-06-12 06:20:01,13.16,100.6
2025-06-12 06:30:01,13.56,100.2
2025-06-12 06:40:01,13.86,98.5
2025-06-12 06:50:01,14.15,98.4
2025-06-12 07:00:01,14.45,96.9
2025-06-12 07:10:01,14.75,95.7
2025-06-12 07:20:01,15.04,95.2
2025-06-12 07:30:01,15.74,92.7
2025-06-12 07:40:01,16.33,88.1
2025-06-12 07:50:01,16.43,86
2025-06-12 08:00:01,16.43,86.5
2025-06-12 08:10:01,16.83,85.3
2025-06-12 08:20:01,17.12,83.2
2025-06-12 08:30:01,18.51,76.9
2025-06-12 08:40:01,21.78,65.7
2025-06-12 08:50:01,22.67,60.6
2025-06-12 09:00:01,24.25,57.5
2025-06-12 09:10:01,26.23,51
2025-06-12 09:20:01,26.53,52
2025-06-12 09:30:01,26.23,49.8
2025-06-12 09:40:01,23.36,55.4
2025-06-12 09:50:01,22.37,55.9
2025-06-12 10:00:01,25.14,54
2025-06-12 10:10:01,21.97,55.8
2025-06-12 10:20:01,20.59,56.3
2025-06-12 10:30:01,20.59,58
2025-06-12 10:40:01,20.19,60.6
2025-06-12 10:50:01,23.56,54.1
2025-06-12 11:00:01,20.88,58.9
2025-06-12 11:10:01,20.09,60.8
2025-06-12 11:20:01,23.06,57.8
2025-06-12 11:30:01,23.85,51.8
2025-06-12 11:40:01,23.26,55
2025-06-12 11:50:01,24.05,49.6
2025-06-12 12:00:01,24.15,52.2
2025-06-12 12:10:01,24.25,48.6
2025-06-12 12:20:02,24.75,48.1
2025-06-12 12:30:01,24.05,47.7
2025-06-12 12:40:01,24.35,50.7
2025-06-12 12:50:01,25.14,49.4
2025-06-12 13:00:01,24.94,48.1
2025-06-12 13:10:01,24.84,46.1
2025-06-12 13:20:01,25.14,45.9
2025-06-12 13:30:01,24.65,46.8
2025-06-12 13:40:01,24.65,46.7
2025-06-12 13:50:01,25.04,45
2025-06-12 14:00:01,24.65,46.2
2025-06-12 14:10:01,24.25,49.3
2025-06-12 14:20:01,24.15,45.4
2025-06-12 14:30:01,23.95,46.9
2025-06-12 14:40:01,23.95,49.9
2025-06-12 14:50:01,23.66,47.7
2025-06-12 15:00:01,23.66,46.1
2025-06-12 15:10:01,23.46,49.4
2025-06-12 15:20:01,23.46,46.8
2025-06-12 15:30:01,23.06,48
2025-06-12 15:40:01,22.96,45.4
2025-06-12 15:50:01,22.77,47.8
2025-06-12 16:00:01,22.37,47.6
2025-06-12 16:10:01,22.17,47.9
2025-06-12 16:20:01,21.68,48
2025-06-12 16:30:01,21.38,48.2
2025-06-12 16:40:01,20.98,47.2
2025-06-12 16:50:01,20.69,49.3
2025-06-12 17:00:01,20.29,50
2025-06-12 17:10:01,19.99,50.8
2025-06-12 17:20:01,19.70,53.4
2025-06-12 17:30:01,19.50,51.7
2025-06-12 17:40:01,19.30,54.7
2025-06-12 17:50:01,19.20,52.2
2025-06-12 18:00:01,18.90,53.3
2025-06-12 18:10:01,18.71,55.1
2025-06-12 18:20:01,18.51,53.3
2025-06-12 18:30:01,18.31,54.6
2025-06-12 18:40:01,18.11,53.1
2025-06-12 18:50:01,17.91,54.5
2025-06-12 19:00:01,17.72,54.3
2025-06-12 19:10:01,17.42,57.1
2025-06-12 19:20:01,17.22,55.9
2025-06-12 19:30:01,17.12,56.5
2025-06-12 19:40:01,16.83,57.9
2025-06-12 19:50:01,16.23,61
2025-06-12 20:00:01,15.84,62.5
2025-06-12 20:10:01,15.44,62.4
2025-06-12 20:20:01,15.04,62.4
2025-06-12 20:30:01,14.75,66.6
2025-06-12 20:40:01,14.35,66.3
2025-06-12 20:50:01,14.05,64.8
2025-06-12 21:00:01,13.66,74.6
2025-06-12 21:10:01,13.26,74.3
2025-06-12 21:20:01,12.87,72.2
2025-06-12 21:30:01,12.47,77.1
2025-06-12 21:40:01,12.17,76.1
2025-06-12 21:50:02,11.88,78.3
2025-06-12 22:00:01,11.58,80.1
2025-06-12 22:10:01,11.18,80.5
2025-06-12 22:20:02,10.98,81.8
2025-06-12 22:30:01,10.79,84.1
2025-06-12 22:40:01,10.49,83.7
2025-06-12 22:50:01,10.39,85.9
2025-06-12 23:00:01,10.19,86.5
2025-06-12 23:10:01,10.09,86.9
2025-06-12 23:20:01,9.99,85.9
2025-06-12 23:30:02,9.90,87.2
2025-06-12 23:40:01,9.80,88.8
2025-06-12 23:50:01,9.60,88.5
2025-06-13 00:00:01,9.60,87.7
2025-06-13 00:10:01,9.70,87.9
2025-06-13 00:20:01,9.90,88.9
2025-06-13 00:30:01,9.80,87.7
2025-06-13 00:40:01,9.80,88.8
2025-06-13 00:50:01,9.70,88
2025-06-13 01:00:01,9.70,90.7
2025-06-13 01:10:01,9.40,89.3
2025-06-13 01:20:01,9.30,89.8
2025-06-13 01:30:01,9.20,89.6
2025-06-13 01:40:01,9.10,89.2
2025-06-13 01:50:01,8.91,89.3
2025-06-13 02:00:01,8.71,90.5
2025-06-13 02:10:01,8.61,90.7
2025-06-13 02:20:01,8.51,90.6
2025-06-13 02:30:01,8.41,90.9
2025-06-13 02:40:01,8.41,92.8
2025-06-13 02:50:01,8.21,91.2
2025-06-13 03:00:01,8.11,92.5
2025-06-13 03:10:01,8.11,93
2025-06-13 03:20:01,8.01,92.5
2025-06-13 03:30:01,7.92,92.9
2025-06-13 03:40:01,7.92,93.3
2025-06-13 03:50:01,7.92,93.6
2025-06-13 04:00:01,7.82,92.4
2025-06-13 04:10:01,7.62,93.2
2025-06-13 04:20:01,7.52,94.3
2025-06-13 04:30:01,7.42,94.5
2025-06-13 04:40:01,7.42,94.2
2025-06-13 04:50:01,7.32,95.2
2025-06-13 05:00:01,7.32,94.6
2025-06-13 05:10:01,7.22,95.2
2025-06-13 05:20:01,7.22,95
2025-06-13 05:30:02,7.22,94.5
2025-06-13 05:40:01,7.22,94.4
2025-06-13 05:50:01,7.32,95.3
2025-06-13 06:00:01,7.62,95.9
2025-06-13 06:10:01,7.92,95.4
2025-06-13 06:20:01,8.21,94
2025-06-13 06:30:01,8.71,92
2025-06-13 06:40:01,9.10,90.3
2025-06-13 06:50:01,9.50,89.7
2025-06-13 07:00:01,9.90,89.8
2025-06-13 07:10:01,10.29,87
2025-06-13 07:20:01,10.79,86.1
2025-06-13 07:30:02,11.38,84.6
2025-06-13 07:40:01,12.17,82.9
2025-06-13 07:50:01,14.55,72.8
2025-06-13 08:00:01,17.72,57.8
2025-06-13 08:10:01,19.30,49.6
2025-06-13 08:20:01,19.80,49.5
2025-06-13 08:30:01,21.87,44.6
2025-06-13 08:40:01,17.82,52.6
2025-06-13 08:50:01,16.63,57.6
2025-06-13 09:00:01,16.03,56.7
2025-06-13 09:10:01,19.80,51.5
2025-06-13 09:20:01,17.91,53.4
2025-06-13 09:30:01,18.01,53.8
2025-06-13 09:40:01,16.92,55.9
2025-06-13 09:50:01,18.21,51.4
2025-06-13 10:00:01,21.58,45.5
2025-06-13 10:10:01,20.69,46
2025-06-13 10:20:01,24.75,40.4
2025-06-13 10:30:01,25.44,39
2025-06-13 10:40:01,26.23,38
2025-06-13 10:50:01,27.91,35.9
2025-06-13 11:00:01,28.90,34.1
2025-06-13 11:10:01,29.00,34.7
2025-06-13 11:20:01,28.11,32
2025-06-13 11:30:01,27.52,35.4
2025-06-13 11:40:01,26.92,34.8
2025-06-13 11:50:01,26.33,37.3
2025-06-13 12:00:01,25.83,34.9
2025-06-13 12:10:01,25.64,38.2
2025-06-13 12:20:01,24.94,41.1
2025-06-13 12:30:01,24.75,40.5
2025-06-13 12:40:01,24.55,40.7
2025-06-13 12:50:01,24.35,38.9
2025-06-13 13:00:01,24.35,39.4
2025-06-13 13:10:01,24.45,39.9
2025-06-13 13:20:01,24.05,39.5
2025-06-13 13:30:01,23.85,41.4
2025-06-13 13:40:01,23.76,39.5
2025-06-13 13:50:01,23.76,39.8
2025-06-13 14:00:01,23.66,38.8
2025-06-13 14:10:01,23.36,41.9
2025-06-13 14:20:01,23.26,41.1
2025-06-13 14:30:01,23.16,38.9
2025-06-13 14:40:02,22.96,36.6
2025-06-13 14:50:01,22.67,40.8
2025-06-13 15:00:02,22.67,39.3
2025-06-13 15:10:01,22.67,38.9
2025-06-13 15:20:01,22.37,37.7
2025-06-13 15:30:01,22.17,44.1
2025-06-13 15:40:01,21.97,39.7
2025-06-13 15:50:01,21.97,43.3
2025-06-13 16:00:01,21.87,39.3
2025-06-13 16:10:01,21.87,40.1
2025-06-13 16:20:01,21.78,38.1
2025-06-13 16:30:01,21.28,38
2025-06-13 16:40:01,21.08,43.6
2025-06-13 16:50:01,20.88,41.9
2025-06-13 17:00:01,20.59,40.8
2025-06-13 17:10:01,20.59,42.1
2025-06-13 17:20:01,20.39,41.6
2025-06-13 17:30:01,20.29,41.7
2025-06-13 17:40:01,20.09,43
2025-06-13 17:50:01,20.29,41.3
2025-06-13 18:00:01,19.89,47.4
2025-06-13 18:10:01,19.99,43
2025-06-13 18:20:01,19.70,44.8
2025-06-13 18:30:01,19.40,43
2025-06-13 18:40:01,19.10,48.4
2025-06-13 18:50:01,18.90,47.2
2025-06-13 19:00:01,18.81,47.2
2025-06-13 19:10:01,18.51,49.8
2025-06-13 19:20:01,18.11,54.4
2025-06-13 19:30:01,17.72,56.2
2025-06-13 19:40:01,17.42,56.1
2025-06-13 19:50:01,17.12,56.7
2025-06-13 20:00:01,16.63,58.4
2025-06-13 20:10:01,16.33,60.4
2025-06-13 20:20:01,16.03,61.4
2025-06-13 20:30:01,15.74,61.7
2025-06-13 20:40:01,15.34,60.3
2025-06-13 20:50:01,15.04,64.3
2025-06-13 21:00:01,14.75,65.7
2025-06-13 21:10:01,14.45,67
2025-06-13 21:20:01,14.25,67.3
2025-06-13 21:30:01,14.05,67.6
2025-06-13 21:40:01,13.86,68.5
2025-06-13 21:50:01,13.66,70.3
2025-06-13 22:00:01,13.46,71
2025-06-13 22:10:01,13.26,71.7
2025-06-13 22:20:01,12.96,70.6
2025-06-13 22:30:01,12.87,70.1
2025-06-13 22:40:01,12.67,72.3
2025-06-13 22:50:01,12.57,72.7
2025-06-13 23:00:01,12.37,74
2025-06-13 23:10:01,12.17,73.9
2025-06-13 23:20:01,11.97,75.8
2025-06-13 23:30:01,11.78,75.3
2025-06-13 23:40:01,11.68,77.6
2025-06-13 23:50:01,11.48,78.2
2025-06-14 00:00:01,11.28,77.8
2025-06-14 00:10:01,11.28,79.7
2025-06-14 00:20:01,11.08,76.5
2025-06-14 00:30:01,10.98,78.1
2025-06-14 00:40:01,10.79,79.9
2025-06-14 00:50:01,10.69,80.3
2025-06-14 01:00:01,10.39,79.1
2025-06-14 01:10:01,10.19,80.7
2025-06-14 01:20:01,9.99,82.4
2025-06-14 01:30:01,9.80,83
2025-06-14 01:40:01,9.60,83.7
2025-06-14 01:50:01,9.50,84.7
2025-06-14 02:00:01,9.20,83.1
2025-06-14 02:10:01,9.00,82
2025-06-14 02:20:01,8.91,84.7
2025-06-14 02:30:01,8.81,85.6
2025-06-14 02:40:01,8.61,85.9
2025-06-14 02:50:01,8.41,86.4
2025-06-14 03:00:01,8.31,87.6
2025-06-14 03:10:01,8.21,88.1
2025-06-14 03:20:01,7.82,86.1
2025-06-14 03:30:01,7.62,86.4
2025-06-14 03:40:01,7.32,85.8
2025-06-14 03:50:01,7.12,85.6
2025-06-14 04:00:01,7.02,87
2025-06-14 04:10:01,6.93,89
2025-06-14 04:20:01,6.73,87.5
2025-06-14 04:30:01,6.63,88
2025-06-14 04:40:01,6.63,88.9
2025-06-14 04:50:01,6.53,89.7
2025-06-14 05:00:01,6.43,89.5
2025-06-14 05:10:01,6.33,89.8
2025-06-14 05:20:01,6.33,90.6
2025-06-14 05:30:01,6.13,90.6
2025-06-14 05:40:01,6.13,91.1
2025-06-14 05:50:02,6.03,91.7
2025-06-14 06:00:01,6.13,92.2
2025-06-14 06:10:01,6.23,91.3
2025-06-14 06:20:01,6.33,92.5
2025-06-14 06:30:01,6.53,93.5
2025-06-14 06:40:01,6.73,94
2025-06-14 06:50:01,7.12,92.8
2025-06-14 07:00:01,7.62,91.7
2025-06-14 07:10:01,8.21,89.3
2025-06-14 07:20:01,9.00,83.1
2025-06-14 07:30:01,9.99,84.8
2025-06-14 07:40:01,11.28,84.5
2025-06-14 07:50:01,13.95,72.9
2025-06-14 08:00:01,18.31,53.2
2025-06-14 08:10:01,20.49,50.2
2025-06-14 08:20:01,22.17,45
2025-06-14 08:30:01,23.36,40.3
2025-06-14 08:40:01,24.25,38.1
2025-06-14 08:50:01,24.94,38.6
2025-06-14 09:00:01,26.33,35.5
2025-06-14 09:10:01,27.22,34.6
2025-06-14 09:20:01,28.41,32.7
2025-06-14 09:30:01,29.00,31.9
2025-06-14 09:40:01,29.79,32.6
2025-06-14 09:50:01,29.79,29.4
2025-06-14 10:00:01,30.59,31.2
2025-06-14 10:10:01,30.88,29.4
2025-06-14 10:20:01,31.38,28
2025-06-14 10:30:01,31.08,26.7
2025-06-14 10:40:01,31.48,27.7
2025-06-14 10:50:01,32.17,25.6
2025-06-14 11:00:01,31.58,26.5
2025-06-14 11:10:01,31.97,25.7
2025-06-14 11:20:01,31.18,25.9
2025-06-14 11:30:01,29.99,28
2025-06-14 11:40:01,29.50,27.2
2025-06-14 11:50:01,28.71,27.4
2025-06-14 12:00:01,28.01,27.9
2025-06-14 12:10:01,27.81,28.8
2025-06-14 12:20:01,27.42,28
2025-06-14 12:30:01,27.52,30.7
2025-06-14 12:40:01,27.32,30.2
2025-06-14 12:50:01,27.32,32
2025-06-14 13:00:01,27.62,31.8
2025-06-14 13:10:01,27.22,32
2025-06-14 13:20:01,27.22,31.1
2025-06-14 13:30:01,27.22,30.9
2025-06-14 13:40:01,26.92,33.9
2025-06-14 13:50:01,26.92,32.6
2025-06-14 14:00:01,26.53,31.9
2025-06-14 14:10:01,26.03,32.7
2025-06-14 14:20:01,25.93,31.6
2025-06-14 14:30:01,25.74,32.5
2025-06-14 14:40:01,25.64,32.2
2025-06-14 14:50:01,25.24,33.5
2025-06-14 15:00:01,25.14,38.5
2025-06-14 15:10:01,25.14,33.5
2025-06-14 15:20:01,24.94,35
2025-06-14 15:30:01,24.65,36.3
2025-06-14 15:40:01,24.45,35.4
2025-06-14 15:50:01,24.25,36.5
2025-06-14 16:00:01,24.15,34.6
2025-06-14 16:10:01,23.95,32.4
2025-06-14 16:20:01,23.66,34.7
2025-06-14 16:30:01,23.46,34.3
2025-06-14 16:40:01,23.26,34.2
2025-06-14 16:50:01,23.16,34
2025-06-14 17:00:01,23.06,39
